HJD-2450000	I_Mag	Err
5692.908299999777	16.365	0.007
5693.616179999895	16.365	0.007
5693.658780000173	16.371	0.007
5693.728180000093	16.344	0.006
5693.777220000047	16.347	0.006
5693.815799999982	16.336	0.006
5693.853970000055	16.344	0.006
5693.891840000171	16.364	0.006
5693.933660000097	16.354	0.008
5694.635009999853	16.355	0.007
5694.669970000163	16.342	0.006
5694.734970000107	16.326	0.007
5694.7825199998915	16.332	0.007
5694.824760000221	16.343	0.006
5694.862019999884	16.341	0.006
5694.899619999807	16.348	0.007
5694.938759999815	16.35	0.009
5695.64515999984	16.354	0.008
5695.693489999976	16.339	0.007
5695.7811699998565	16.347	0.007
5695.825040000025	16.338	0.006
5695.864159999881	16.339	0.006
5695.901599999983	16.337	0.006
5695.939590000082	16.351	0.008
5696.629619999789	16.325	0.007
5696.681299999822	16.364	0.007
5696.728759999853	16.358	0.007
5696.767980000004	16.329	0.007
5696.810130000114	16.339	0.007
5696.852659999859	16.338	0.007
5696.903049999848	16.362	0.007
5697.601830000058	16.338	0.008
5697.638950000051	16.347	0.007
5697.696549999993	16.338	0.006
5697.734000000171	16.342	0.007
5697.774970000144	16.34	0.007
5697.81650000019	16.348	0.006
5697.854689999949	16.352	0.006
5697.898759999778	16.339	0.006
5697.93918999983	16.334	0.009
5698.631639999803	16.361	0.008
5698.680910000112	16.368	0.008
5698.719870000146	16.358	0.008
5698.76007999992	16.315	0.009
5698.801179999951	16.334	0.008
5698.840929999948	16.339	0.007
5698.880700000096	16.343	0.008
5698.925449999981	16.347	0.009
5702.636549999937	16.346	0.013
5702.665719999932	16.361	0.012
5702.754180000164	16.335	0.013
5702.784419999924	16.335	0.011
5702.920969999861	16.354	0.013
5703.746069999877	16.356	0.009
5703.8172200000845	16.338	0.01
5703.866880000103	16.35	0.01
5705.738700000104	16.356	0.008
5705.781549999956	16.328	0.007
5705.833019999787	16.336	0.008
5705.887050000019	16.371	0.01
5705.936459999997	16.347	0.01
5706.715160000138	16.355	0.009
5706.770610000007	16.346	0.009
5706.843069999944	16.367	0.008
5707.573259999976	16.344	0.009
5707.615710000042	16.362	0.008
5707.66276000021	16.344	0.008
5707.710500000045	16.366	0.007
5707.749019999988	16.341	0.007
5707.789749999996	16.348	0.006
5707.829510000069	16.337	0.007
5707.869280000217	16.35	0.008
5707.909630000126	16.349	0.009
5708.594359999988	16.336	0.008
5708.640550000127	16.359	0.009
5708.6903699999675	16.343	0.007
5708.739510000218	16.349	0.007
5708.78134999983	16.359	0.009
5708.8311899998225	16.348	0.006
5708.878579999786	16.336	0.009
5709.563229999971	16.365	0.007
5709.610799999908	16.344	0.007
5709.623529999983	16.365	0.007
5709.663579999935	16.372	0.006
5710.7316100001335	16.361	0.006
5712.564970000181	16.376	0.011
5712.6353699998	16.366	0.007
5712.647900000215	16.353	0.007
5712.708930000197	16.349	0.006
5712.749749999959	16.352	0.006
5712.791439999826	16.356	0.006
5712.830510000233	16.345	0.006
5712.877940000035	16.346	0.007
5713.758289999794	16.357	0.006
5713.794420000166	16.352	0.006
5713.806869999971	16.356	0.006
5713.845290000085	16.379	0.006
5714.5743100000545	16.354	0.008
5714.65513999993	16.355	0.007
5714.668089999817	16.391	0.005
5714.872709999792	16.341	0.008
5715.655720000155	16.346	0.006
5715.700350000057	16.34	0.006
5715.745380000211	16.334	0.006
5715.791970000137	16.347	0.006
5715.834509999957	16.358	0.007
5715.889700000174	16.33	0.008
5716.574450000189	16.367	0.008
5716.665130000096	16.359	0.008
5716.677869999781	16.353	0.008
5716.730589999817	16.364	0.007
5716.774050000124	16.347	0.008
5716.813910000026	16.334	0.007
5716.8537499997765	16.341	0.008
5716.8928899997845	16.333	0.008
5721.595509999897	16.357	0.006
5721.608010000084	16.333	0.007
5721.62042000005	16.346	0.007
5721.672770000063	16.357	0.006
5721.685349999927	16.359	0.007
5721.6985100000165	16.349	0.006
5721.765699999873	16.344	0.006
5721.805269999895	16.334	0.005
5721.84635999985	16.323	0.007
5721.8962500002235	16.339	0.008
5722.590729999822	16.331	0.006
5722.64515999984	16.351	0.007
5722.699760000221	16.348	0.007
5722.765259999782	16.348	0.006
5722.805000000168	16.349	0.006
5723.546219999902	16.369	0.008
5723.585709999781	16.354	0.007
5723.633839999791	16.348	0.007
5723.683790000156	16.356	0.007
5723.723809999879	16.353	0.006
5723.7633600002155	16.344	0.006
5723.80194000015	16.34	0.006
5723.841589999851	16.326	0.006
5724.537010000087	16.351	0.011
5724.584629999939	16.373	0.008
5724.598850000184	16.346	0.008
5724.6114500002	16.352	0.008
5724.66213000007	16.346	0.007
5724.723540000152	16.344	0.008
5724.773349999916	16.334	0.007
5724.814410000108	16.358	0.008
5725.564410000108	16.358	0.007
5725.631779999938	16.343	0.006
5725.698429999873	16.348	0.006
5725.739010000136	16.349	0.006
5725.777910000179	16.351	0.006
5726.536400000099	16.356	0.01
5726.578759999946	16.341	0.008
5726.625829999801	16.335	0.008
5726.673159999773	16.333	0.008
5726.712629999965	16.341	0.006
5726.753159999847	16.35	0.007
5726.798640000168	16.329	0.008
5734.611080000177	16.357	0.008
5734.688300000038	16.342	0.008
5734.7362500000745	16.348	0.009
5734.779899999965	16.355	0.008
5734.829899999779	16.351	0.009
5734.872500000056	16.368	0.011
5735.663399999961	16.35	0.009
5735.723259999882	16.337	0.007
5735.772719999775	16.357	0.007
5735.818969999906	16.343	0.007
5735.8658400001	16.367	0.008
5736.520920000039	16.364	0.008
5736.5639300001785	16.344	0.007
5736.604470000137	16.335	0.006
5736.648209999781	16.347	0.005
5736.688349999953	16.335	0.006
5736.76977000013	16.346	0.006
5736.815320000052	16.337	0.006
5736.862430000212	16.339	0.007
5737.507350000087	16.353	0.009
5737.547230000142	16.344	0.006
5737.599739999976	16.355	0.006
5737.642119999975	16.355	0.006
5737.696959999856	16.338	0.006
5737.736479999963	16.338	0.006
5737.777089999989	16.344	0.006
5737.823830000125	16.333	0.006
5737.865100000054	16.344	0.007
5738.537250000052	16.347	0.007
5738.576690000016	16.359	0.007
5738.617399999872	16.337	0.007
5738.668850000016	16.347	0.006
5738.723029999994	16.343	0.006
5738.762750000227	16.329	0.005
5739.51557999989	16.345	0.008
5739.553600000218	16.358	0.008
5739.591880000196	16.357	0.008
5739.642860000022	16.341	0.006
5739.700960000046	16.346	0.007
5739.739049999975	16.339	0.006
5739.778109999839	16.343	0.007
5739.825420000125	16.344	0.007
5739.8746699998155	16.354	0.01
5740.530629999936	16.349	0.007
5740.572829999961	16.351	0.009
5740.634169999976	16.353	0.008
5740.688159999903	16.335	0.006
5740.737499999814	16.356	0.006
5740.776399999857	16.351	0.006
5740.8213100000285	16.321	0.007
5740.868280000053	16.316	0.008
5741.508169999812	16.365	0.008
5741.546380000189	16.346	0.007
5741.591579999775	16.337	0.007
5741.6294700000435	16.338	0.006
5741.68012000015	16.336	0.006
5741.7291199998	16.359	0.006
5741.7702000001445	16.351	0.006
5741.808790000156	16.357	0.007
5741.846810000017	16.337	0.006
5741.885580000002	16.344	0.007
5742.521209999919	16.352	0.008
5742.564420000184	16.334	0.007
5742.602669999935	16.343	0.007
5742.661739999894	16.344	0.006
5742.70336999977	16.34	0.006
5742.741959999781	16.37	0.006
5742.7802300001495	16.347	0.006
5742.818310000002	16.335	0.006
5742.858459999785	16.355	0.006
5743.614469999913	16.359	0.008
5743.652360000182	16.367	0.008
5743.7058000001125	16.334	0.008
5743.753330000211	16.349	0.007
5743.791129999794	16.357	0.007
5743.829049999826	16.333	0.007
5743.866839999799	16.338	0.008
5744.51090000011	16.351	0.009
5744.548770000227	16.346	0.008
5744.5873400000855	16.339	0.007
5744.625539999921	16.342	0.007
5744.700889999978	16.341	0.007
5744.762089999858	16.373	0.007
5744.805819999892	16.336	0.007
5744.851340000052	16.35	0.01
5745.4998300001025	16.34	0.008
5745.539080000017	16.345	0.007
5745.585849999916	16.354	0.008
5745.625570000149	16.367	0.009
5745.68600999983	16.352	0.007
5745.724380000029	16.352	0.006
5745.762540000025	16.332	0.008
5745.800480000209	16.335	0.009
5746.543440000154	16.369	0.008
5746.597070000134	16.349	0.007
5746.634949999861	16.353	0.007
5746.703619999811	16.356	0.008
5746.741380000021	16.362	0.007
5746.778979999945	16.343	0.008
5746.821399999782	16.316	0.01
5747.598410000093	16.359	0.01
5747.641830000095	16.343	0.009
5747.68832000019	16.339	0.01
5747.731490000151	16.333	0.009
5747.77565999981	16.334	0.008
5748.617480000015	16.377	0.008
5748.668920000084	16.338	0.006
5749.512980000116	16.334	0.009
5749.550580000039	16.344	0.008
5749.588380000088	16.341	0.007
5749.628409999888	16.348	0.007
5749.6787200002	16.351	0.009
5749.717279999983	16.326	0.007
5749.75549999997	16.34	0.008
5749.79504000023	16.348	0.009
5752.557080000173	16.338	0.009
5752.60112999985	16.36	0.01
5752.651389999781	16.343	0.008
5752.7017100001685	16.334	0.007
5752.747479999904	16.325	0.007
5753.483969999943	16.377	0.015
5753.537430000026	16.344	0.009
5753.585849999916	16.332	0.01
5753.642409999855	16.334	0.009
5753.7373899999075	16.319	0.012
5759.819560000207	16.353	0.01
5760.477919999976	16.372	0.011
5760.515569999814	16.357	0.009
5760.572039999999	16.346	0.009
5760.623990000226	16.352	0.008
5760.671680000145	16.347	0.007
5760.723120000213	16.344	0.008
5760.76138000004	16.349	0.007
5760.799070000183	16.35	0.007
5761.534070000052	16.346	0.004
5761.59057	16.323	0.005
5762.499139999971	16.346	0.008
5762.537380000111	16.365	0.007
5762.575310000218	16.364	0.008
5762.616909999866	16.337	0.008
5762.656179999933	16.339	0.008
5762.693429999985	16.348	0.007
5762.731660000049	16.335	0.008
5763.487240000162	16.353	0.007
5763.531849999912	16.343	0.006
5763.573309999891	16.346	0.006
5763.67370999977	16.326	0.007
5763.721400000155	16.357	0.007
5763.759099999908	16.351	0.007
5764.496900000144	16.342	0.007
5764.536499999929	16.35	0.006
5764.576439999975	16.351	0.007
5764.625649999827	16.355	0.006
5764.667169999797	16.366	0.006
5764.715119999833	16.359	0.006
5764.782980000135	16.328	0.007
5765.49513000017	16.33	0.007
5765.538319999818	16.334	0.007
5765.600910000037	16.339	0.006
5765.64728000015	16.331	0.006
5765.690409999806	16.337	0.007
5765.738109999802	16.344	0.007
5766.468340000138	16.344	0.008
5766.507029999979	16.352	0.007
5766.56138999993	16.337	0.007
5766.611080000177	16.343	0.006
5766.651910000015	16.335	0.006
5766.69338000007	16.344	0.007
5766.736820000224	16.333	0.008
5767.483959999867	16.347	0.008
5767.528599999845	16.329	0.008
5767.5715200002305	16.361	0.007
5767.632110000122	16.333	0.007
5767.696039999835	16.333	0.007
5767.7384000001475	16.333	0.007
5767.77966	16.353	0.009
5768.4735599998385	16.344	0.008
5768.51389000006	16.346	0.007
5768.574229999911	16.35	0.006
5768.617019999772	16.351	0.007
5768.663689999841	16.332	0.006
5768.713860000018	16.338	0.006
5768.754129999783	16.342	0.006
5768.79282000009	16.355	0.007
5769.499009999912	16.354	0.007
5769.540190000087	16.34	0.006
5769.595309999771	16.335	0.007
5769.662649999838	16.343	0.006
5769.712160000112	16.355	0.006
5769.754499999806	16.342	0.007
5770.655050000176	16.333	0.008
5770.7397500001825	16.34	0.007
5775.554219999816	16.353	0.009
5775.621019999962	16.349	0.009
5776.5262799998745	16.332	0.01
5776.587559999898	16.32	0.009
5776.634099999908	16.339	0.008
5776.702289999928	16.332	0.007
5776.750519999769	16.316	0.01
5777.506560000125	16.349	0.006
5777.556549999863	16.341	0.006
5777.6326700001955	16.347	0.006
5777.69299999997	16.344	0.006
5777.757650000043	16.351	0.006
5778.490230000112	16.336	0.01
5778.542280000169	16.327	0.009
5778.5944699998945	16.333	0.008
5779.582599999849	16.358	0.006
5779.628149999771	16.346	0.006
5779.682380000129	16.335	0.008
5779.723369999789	16.356	0.007
5784.512759999838	16.35	0.011
5784.598970000166	16.348	0.007
5784.714449999854	16.336	0.012
5785.487889999989	16.335	0.009
5785.559350000229	16.367	0.009
5785.609970000107	16.377	0.009
5785.654399999883	16.351	0.008
5785.696690000128	16.358	0.008
5786.477130000014	16.349	0.01
5786.553890000097	16.361	0.01
5786.598280000035	16.35	0.007
5786.641330000013	16.348	0.007
5786.695199999958	16.352	0.008
5786.742229999974	16.31	0.01
5787.518540000077	16.324	0.007
5787.577020000201	16.344	0.007
5787.619770000223	16.339	0.006
5787.660550000146	16.344	0.007
5787.70345999999	16.345	0.007
5788.472200000193	16.353	0.009
5788.527600000147	16.331	0.007
5788.581799999811	16.357	0.007
5788.620120000094	16.34	0.007
5788.66276000021	16.316	0.008
5788.7064399998635	16.351	0.011
5788.744189999998	16.319	0.01
5790.507919999771	16.334	0.008
5790.559859999921	16.342	0.01
5790.600560000166	16.324	0.008
5790.63946999982	16.344	0.008
5790.680579999927	16.361	0.007
5790.7207300001755	16.347	0.007
5791.488470000215	16.329	0.008
5791.567069999874	16.345	0.006
5793.489419999998	16.324	0.007
5793.554810000118	16.346	0.007
5793.594529999886	16.345	0.007
5793.635670000222	16.335	0.007
5793.67491000006	16.346	0.007
5793.715199999977	16.338	0.008
5794.492300000042	16.356	0.008
5794.5602699997835	16.344	0.008
5794.601890000049	16.326	0.007
5794.642949999776	16.332	0.007
5794.688509999774	16.352	0.006
5795.539840000216	16.355	0.009
5795.609699999914	16.354	0.011
5795.696649999823	16.336	0.008
5795.733669999987	16.333	0.008
5796.513919999823	16.35	0.006
5796.5835000001825	16.349	0.008
5796.622599999886	16.347	0.007
5796.663889999967	16.345	0.007
5796.7053399998695	16.318	0.009
5798.686350000091	16.347	0.01
5801.504339999985	16.363	0.007
5801.557310000062	16.328	0.008
5801.59635999985	16.339	0.008
5801.634329999797	16.347	0.01
5801.6759000001475	16.349	0.009
5802.546320000198	16.342	0.008
5802.590100000147	16.323	0.008
5803.522750000004	16.342	0.008
5803.60700999992	16.334	0.008
5804.5302300001495	16.349	0.007
5804.568489999976	16.343	0.006
5804.6088499999605	16.357	0.007
5804.646780000068	16.33	0.007
5804.690760000143	16.353	0.007
5805.53077000007	16.331	0.006
5805.569149999879	16.354	0.006
5805.610160000157	16.336	0.007
5805.658559999894	16.368	0.008
5806.524360000156	16.336	0.009
5806.594759999774	16.346	0.009
5807.564689999912	16.377	0.009
5807.607019999996	16.336	0.009
5807.646759999916	16.358	0.008
5812.509829999879	16.35	0.011
5812.550129999872	16.329	0.009
5812.589509999845	16.34	0.01
5812.632110000122	16.354	0.011
5812.66763000004	16.314	0.014
5813.521439999808	16.335	0.008
5813.563480000012	16.338	0.006
5813.601710000075	16.345	0.006
5813.63946999982	16.356	0.007
5815.500159999821	16.367	0.007
5815.542799999937	16.339	0.006
5815.590290000197	16.337	0.006
5815.628149999771	16.354	0.006
5815.664570000023	16.327	0.006
5816.514059999958	16.35	0.006
5816.561509999912	16.347	0.007
5816.599710000213	16.347	0.009
5816.64038000023	16.318	0.01
5817.515250000171	16.332	0.007
5817.5625	16.34	0.008
5817.601669999771	16.333	0.009
5817.641379999928	16.339	0.009
5818.506089999806	16.328	0.007
5818.543969999999	16.331	0.007
5818.581910000183	16.339	0.009
5818.6223800000735	16.346	0.009
5819.494369999971	16.35	0.007
5819.552629999816	16.366	0.007
5819.590110000223	16.341	0.007
5819.629420000128	16.337	0.007
5820.4829600001685	16.346	0.01
5820.521199999843	16.341	0.008
5820.568260000087	16.35	0.008
5820.606099999975	16.338	0.008
5820.643999999855	16.345	0.008
5822.525280000176	16.368	0.009
5822.5702599999495	16.351	0.008
5822.6137399999425	16.334	0.007
5823.501860000193	16.354	0.01
5823.545179999899	16.349	0.009
5823.588690000121	16.366	0.008
5823.629189999774	16.358	0.009
5824.527520000003	16.353	0.007
5824.566750000231	16.341	0.006
5824.607979999855	16.333	0.007
5825.48750999989	16.331	0.009
5825.5370700000785	16.32	0.008
5825.583420000039	16.343	0.007
5825.625760000199	16.338	0.007
5826.5065700002015	16.356	0.009
5826.5552400001325	16.326	0.008
5826.594750000164	16.305	0.009
5827.494969999883	16.357	0.01
5827.53264999995	16.35	0.009
5827.575490000192	16.35	0.008
5827.613059999887	16.326	0.009
5828.506120000035	16.331	0.007
5828.546029999852	16.336	0.007
5828.583649999928	16.335	0.007
5828.618400000036	16.361	0.007
5829.518879999872	16.34	0.007
5829.55680999998	16.336	0.006
5829.595069999807	16.337	0.006
5830.48273999989	16.363	0.007
5830.532029999886	16.34	0.006
5830.569699999876	16.338	0.007
5831.4802600000985	16.35	0.008
5831.5388199999	16.345	0.006
5831.576260000002	16.331	0.007
5831.611949999817	16.349	0.008
5832.522239999846	16.327	0.006
5832.561850000173	16.333	0.007
5832.600089999847	16.313	0.009
5833.520140000153	16.354	0.007
5833.559669999871	16.341	0.007
5833.597610000055	16.324	0.008
5834.519340000115	16.35	0.006
5834.55709999986	16.338	0.006
5834.593290000223	16.309	0.007
5835.540500000119	16.341	0.01
5836.502909999806	16.347	0.01
5836.53611999983	16.337	0.009
5836.567960000131	16.336	0.01
5839.485770000145	16.353	0.01
5839.525679999962	16.361	0.009
5839.564619999845	16.358	0.009
5839.594990000129	16.288	0.011
5840.515639999881	16.344	0.008
5840.566639999859	16.356	0.007
5840.608450000174	16.341	0.008
5841.511770000216	16.36	0.009
5841.55140999984	16.356	0.009
5841.594399999827	16.338	0.009
5842.513760000002	16.376	0.011
5842.557909999974	16.354	0.01
5842.59832999995	16.341	0.01
5843.5153500000015	16.35	0.008
5843.5561799998395	16.34	0.009
5843.596679999959	16.311	0.01
5844.499660000205	16.343	0.008
5844.539119999856	16.359	0.008
5844.579890000168	16.356	0.01
5845.500020000152	16.351	0.01
5845.539869999979	16.362	0.009
5845.580180000048	16.357	0.012
5846.503860000055	16.368	0.01
5846.541879999917	16.329	0.01
5846.580699999817	16.359	0.012
5850.514570000116	16.354	0.007
5850.553199999966	16.338	0.008
5851.503500000108	16.341	0.007
5851.541850000154	16.352	0.008
5852.491359999869	16.307	0.01
5852.5313300001435	16.36	0.01
5854.494880000129	16.377	0.01
5854.538089999929	16.372	0.008
5855.523899999913	16.352	0.009
5855.551860000007	16.323	0.008
5856.523899999913	16.355	0.009
5857.494270000141	16.334	0.012
5858.496300000232	16.358	0.012
5859.495050000027	16.324	0.011
5859.532480000053	16.34	0.008
5860.50858000014	16.342	0.008
5861.49691999983	16.336	0.009
5861.532370000146	16.332	0.008
5862.516600000206	16.33	0.008
5866.510629999917	16.308	0.01
5867.513809999917	16.324	0.007
5868.515159999952	16.328	0.01
5869.506080000196	16.362	0.012
5870.510720000137	16.325	0.007
5872.4992800001055	16.297	0.01
5873.500459999777	16.286	0.01
5961.878699999768	16.335	0.008
5969.8873100001365	16.326	0.008
5971.861659999937	16.33	0.006
5972.877299999818	16.322	0.007
5976.867120000068	16.326	0.006
5977.825219999999	16.326	0.007
5977.86603000015	16.305	0.006
5978.838070000056	16.326	0.007
5978.876550000161	16.327	0.006
5979.8289000000805	16.3	0.007
5979.868369999807	16.323	0.008
5980.849859999958	16.336	0.008
5982.8156200000085	16.315	0.007
5982.854290000163	16.309	0.006
5982.901550000068	16.317	0.008
5983.846059999894	16.324	0.007
5983.893610000145	16.316	0.005
5984.83637000015	16.325	0.006
5984.883700000122	16.316	0.006
5985.811970000155	16.336	0.007
5985.858620000072	16.33	0.007
5985.902139999904	16.294	0.007
5986.828610000201	16.326	0.007
5986.866979999933	16.308	0.006
5987.80801999988	16.329	0.008
5987.843429999892	16.335	0.006
5987.8928399998695	16.307	0.006
5988.81949000014	16.31	0.007
5988.86043999996	16.33	0.006
5989.803499999922	16.331	0.008
5989.838080000132	16.313	0.007
5989.87992000021	16.311	0.007
5990.797759999987	16.333	0.008
5990.834470000118	16.316	0.006
5990.875930000097	16.312	0.007
5991.808139999863	16.34	0.01
5991.8510099998675	16.323	0.007
5991.902540000156	16.312	0.006
5992.826080000028	16.318	0.006
5992.868180000223	16.331	0.006
5993.7870200001635	16.323	0.01
5993.833610000089	16.306	0.009
5993.8734800000675	16.305	0.007
5994.802490000147	16.313	0.007
5994.8278500000015	16.316	0.006
5994.878570000175	16.308	0.007
5995.781299999915	16.299	0.006
5995.810500000138	16.309	0.006
5995.843679999933	16.318	0.006
5995.892810000107	16.323	0.006
5996.797280000057	16.309	0.006
5996.834850000218	16.307	0.006
5996.881599999964	16.311	0.005
5997.792710000183	16.298	0.007
5997.828699999955	16.319	0.006
5997.877059999853	16.313	0.006
5997.914780000225	16.305	0.008
5998.804570000153	16.313	0.006
5998.85354000004	16.3	0.006
5998.894830000121	16.307	0.006
5999.837970000226	16.318	0.006
5999.875889999792	16.308	0.006
5999.913889999967	16.299	0.006
6002.810560000129	16.31	0.008
6002.840499999933	16.342	0.008
6002.881200000178	16.323	0.008
6003.86231000023	16.301	0.008
6004.756690000184	16.325	0.008
6004.795020000078	16.296	0.007
6004.8528599999845	16.313	0.007
6004.890519999899	16.321	0.006
6005.758270000108	16.318	0.007
6005.799320000224	16.302	0.006
6005.847870000172	16.306	0.006
6005.904639999848	16.301	0.005
6006.770029999781	16.313	0.006
6006.8229100001045	16.312	0.005
6006.873840000015	16.302	0.006
6006.911489999853	16.302	0.006
6007.766999999993	16.304	0.006
6007.814389999956	16.319	0.006
6007.862430000212	16.317	0.006
6007.9004299999215	16.307	0.005
6008.759060000069	16.291	0.006
6008.797929999884	16.304	0.006
6008.854540000204	16.314	0.007
6008.89375999989	16.308	0.007
6009.750430000015	16.297	0.006
6009.786319999956	16.297	0.005
6009.84384000022	16.306	0.006
6009.881649999879	16.303	0.005
6009.9194999998435	16.276	0.007
6010.764789999928	16.295	0.006
6010.813889999874	16.315	0.006
6010.863839999773	16.288	0.005
6010.901459999848	16.303	0.005
6011.743710000068	16.307	0.007
6011.793969999999	16.313	0.006
6011.869349999819	16.284	0.007
6011.907639999874	16.3	0.007
6012.749429999851	16.292	0.007
6012.79581000004	16.305	0.006
6012.845170000102	16.298	0.005
6012.8922500000335	16.293	0.005
6013.751470000017	16.315	0.007
6013.789239999838	16.282	0.005
6013.830329999793	16.282	0.005
6013.891429999843	16.3	0.005
6014.727130000014	16.305	0.007
6014.766199999955	16.302	0.006
6014.804450000171	16.286	0.005
6014.864599999972	16.284	0.006
6014.903890000191	16.308	0.007
6015.743240000214	16.295	0.006
6015.782689999789	16.289	0.005
6015.821399999782	16.284	0.005
6015.870550000109	16.29	0.005
6015.912500000093	16.313	0.006
6016.762730000075	16.298	0.005
6016.8030900000595	16.289	0.005
6016.865850000177	16.293	0.005
6016.906229999848	16.289	0.005
6017.738049999811	16.306	0.006
6017.776190000121	16.294	0.005
6017.814499999862	16.282	0.005
6017.872950000223	16.292	0.005
6017.913100000005	16.288	0.005
6018.76456000004	16.265	0.007
6018.803439999931	16.285	0.007
6018.843319999985	16.282	0.005
6018.908379999921	16.286	0.005
6019.731600000057	16.292	0.007
6019.770140000153	16.291	0.006
6019.82874999987	16.29	0.007
6019.866659999825	16.296	0.005
6019.905160000082	16.289	0.005
6020.723610000219	16.292	0.006
6020.762139999773	16.265	0.005
6020.81828999985	16.281	0.005
6020.857069999911	16.285	0.005
6020.896480000112	16.29	0.007
6021.708120000083	16.299	0.008
6021.744859999977	16.286	0.006
6021.783880000003	16.27	0.005
6021.822509999853	16.276	0.005
6021.880840000231	16.277	0.006
6021.921310000122	16.292	0.006
6022.7324100001715	16.287	0.006
6022.77069000015	16.294	0.006
6022.808939999901	16.286	0.005
6022.866450000089	16.303	0.006
6022.908520000055	16.289	0.005
6023.726439999882	16.307	0.007
6023.766350000165	16.283	0.006
6023.806950000115	16.283	0.007
6023.847080000211	16.281	0.006
6023.911580000073	16.278	0.006
6024.712019999977	16.291	0.007
6024.752290000208	16.279	0.006
6024.791350000072	16.282	0.007
6024.853809999768	16.277	0.006
6024.90364000015	16.281	0.006
6025.709650000092	16.251	0.008
6025.750119999982	16.306	0.007
6025.789919999894	16.287	0.007
6025.843179999851	16.293	0.007
6025.894700000063	16.266	0.006
6026.723259999882	16.286	0.014
6029.834369999822	16.264	0.007
6029.888530000113	16.255	0.006
6031.751709999982	16.261	0.007
6031.791590000037	16.275	0.006
6031.831129999831	16.257	0.007
6031.872419999912	16.245	0.006
6031.933339999989	16.283	0.01
6032.709830000065	16.261	0.006
6032.747899999842	16.267	0.005
6032.805939999875	16.257	0.005
6032.846820000093	16.275	0.006
6032.888350000139	16.268	0.005
6032.928470000159	16.261	0.007
6033.724849999882	16.259	0.007
6033.76996000018	16.262	0.006
6033.840979999863	16.243	0.007
6033.879939999897	16.277	0.006
6033.92144000018	16.257	0.007
6034.719889999833	16.264	0.005
6034.767620000057	16.264	0.005
6034.82305999985	16.262	0.005
6034.912599999923	16.237	0.006
6035.851480000187	16.265	0.006
6035.920789999887	16.251	0.006
6036.712859999854	16.245	0.006
6036.757019999903	16.257	0.005
6036.833169999998	16.247	0.005
6036.879069999792	16.251	0.005
6036.934839999769	16.249	0.007
6037.741330000106	16.249	0.006
6037.782139999792	16.244	0.006
6037.851230000146	16.246	0.006
6037.895359999966	16.264	0.006
6038.709280000068	16.246	0.007
6038.7512099999	16.236	0.006
6038.800770000089	16.26	0.006
6038.85691000009	16.242	0.006
6038.900619999971	16.241	0.006
6039.731689999811	16.261	0.007
6039.774900000077	16.232	0.006
6039.82909000013	16.25	0.007
6039.880650000181	16.241	0.006
6039.921939999796	16.246	0.006
6040.749640000053	16.268	0.006
6040.791600000113	16.236	0.006
6040.842749999836	16.25	0.006
6040.896019999869	16.239	0.006
6040.934100000188	16.237	0.009
6041.7411899999715	16.23	0.006
6041.78665000014	16.253	0.006
6041.835680000018	16.253	0.006
6041.889130000025	16.239	0.005
6041.92742000008	16.236	0.006
6045.921389999799	16.24	0.006
6046.893430000171	16.237	0.006
6046.932330000214	16.23	0.006
6047.706830000039	16.231	0.007
6047.745749999769	16.214	0.005
6047.784789999947	16.225	0.005
6047.845420000143	16.235	0.006
6047.898269999772	16.238	0.006
6048.684090000112	16.226	0.006
6048.7232200000435	16.223	0.006
6048.775400000159	16.231	0.006
6048.825540000107	16.227	0.006
6048.869580000173	16.228	0.006
6048.9142599999905	16.245	0.006
6049.69309000019	16.222	0.006
6049.745920000132	16.219	0.005
6049.805040000007	16.212	0.005
6049.8450199998915	16.227	0.005
6049.886710000224	16.214	0.005
6049.925919999834	16.225	0.005
6050.6819000002	16.219	0.006
6050.721150000114	16.221	0.006
6050.790810000151	16.214	0.006
6050.831100000069	16.197	0.005
6050.870209999848	16.217	0.005
6050.908939999994	16.203	0.006
6051.654399999883	16.202	0.006
6051.740490000229	16.198	0.006
6052.666610000189	16.226	0.007
6052.704690000042	16.221	0.007
6052.762269999832	16.204	0.006
6052.80140999984	16.204	0.006
6052.841880000196	16.217	0.006
6052.881539999973	16.223	0.006
6052.919919999782	16.222	0.006
6053.657819999848	16.21	0.008
6053.698189999908	16.204	0.008
6053.735929999966	16.182	0.005
6053.7933100000955	16.196	0.005
6053.846599999815	16.205	0.006
6053.889990000054	16.201	0.006
6053.929039999843	16.213	0.006
6054.8873999998905	16.193	0.006
6057.6786899999715	16.183	0.008
6057.740710000042	16.192	0.009
6057.773959999904	16.213	0.007
6057.811650000047	16.213	0.007
6057.839000000153	16.187	0.007
6057.87191000022	16.181	0.006
6057.903320000041	16.186	0.007
6057.918349999934	16.189	0.007
6057.936600000132	16.191	0.007
6058.704549999908	16.186	0.006
6058.744140000083	16.199	0.006
6058.7840300002135	16.184	0.005
6058.834040000103	16.207	0.006
6058.874799999874	16.19	0.006
6058.914710000157	16.155	0.006
6059.682409999892	16.175	0.006
6059.720840000082	16.178	0.006
6059.759080000222	16.201	0.006
6059.808920000214	16.167	0.005
6059.85821999982	16.185	0.005
6059.897169999778	16.181	0.005
6059.936240000185	16.198	0.006
6060.809439999983	16.187	0.006
6061.697569999844	16.176	0.006
