#BJD mag err
2458346.5026155 20.926861453476263 0.008210451731937
2458346.5129843657 20.913893241912483 0.0081129680871419
2458346.5233532316 20.92984000969235 0.0082330068124112
2458346.5337220966 20.918647599176488 0.008148572061501
2458346.5440909625 20.91890649010191 0.0081505152986206
2458346.554459829 20.905162521748423 0.0080479909545483
2458346.564828695 20.928584882948662 0.0082234948366032
2458346.57519756 20.918802904631544 0.0081497377297377
2458346.5855664257 20.920980636216328 0.0081661005922719
2458346.5959352916 20.915183084713465 0.0081226119322367
2458346.6063041575 20.933719138437294 0.0082624743879321
2458346.6166730225 20.910186959998924 0.0080853207790324
2458346.627041889 20.910803813663968 0.0080899157043907
2458346.637410755 20.92649622763101 0.0082076903200371
2458346.6477796207 20.918129785659488 0.0081446867395203
2458346.6581484857 20.91916555127143 0.0081524602774657
2458346.6685173516 20.92326672509776 0.0081833129678864
2458346.6788862175 20.919061941083367 0.0081516823374496
2458346.689255084 20.91869932904288 0.0081489603092026
2458346.699623949 20.91797446807317 0.0081435217027437
2458346.709992815 20.90751800560587 0.0080654698696872
2458346.7203616807 20.93324661510828 0.0082588792582554
2458346.7307305466 20.92722680221952 0.0082132150025723
2458346.7410994116 20.910032774429503 0.0080841726628793
2458346.761837144 20.898634829075117 0.0079997497687344
2458346.772206009 20.91049528920652 0.0080876171881843
2458346.782574875 20.927383416332937 0.008214399819066
2458346.7929437407 20.92311070363748 0.0081821371015008
2458346.8033126066 20.91823330692728 0.0081454633448231
2458346.8136814716 20.9252449581784 0.0081982367193448
2458346.8240503375 20.919321039351217 0.0081536278733882
2458346.8344192035 20.9134808674388 0.0081098872783169
2458346.84478807 20.9162161499238 0.0081303441798048
2458346.855156935 20.90900568061923 0.0080765287457492
2458346.8655258007 20.926548387427825 0.0082080846347345
2458346.8758946666 20.92842809544397 0.0082223073951792
2458346.8862635326 20.916267764070746 0.0081307306924328
2458346.8966323975 20.919372909832603 0.0081540174180159
2458346.9070012635 20.91044394873905 0.0080872347635877
2458346.91737013 20.922694748731203 0.0081790030545716
2458346.9277389958 20.922175034532437 0.0081750889115214
2458346.9381078607 20.9230586978364 0.008181745193778
2458346.9484767267 20.920669271907396 0.0081637590771719
2458346.9588455926 20.923734924046432 0.0081868425957427
2458346.9692144585 20.91709489891 0.0081369272003352
2458346.9795833235 20.923839002945844 0.0081876274258006
2458346.98995219 20.92201916985916 0.0081739154072204
2458347.0003210558 20.92477609684366 0.0081946971796688
2458347.0210587867 20.92087684181397 0.0081653199652524
2458347.0314276526 20.923734924046432 0.0081868425957427
2458347.0417965185 20.91575119219805 0.0081268631712466
2458347.0521653835 20.920980636216328 0.0081661005922719
2458347.06253425 20.91327463101077 0.0081083469452827
2458347.072903116 20.927905630241632 0.0082183517049849
2458347.0832719817 20.92717459889153 0.0082128201121308
2458347.0936408467 20.919787528680065 0.0081571318530876
2458347.1040097126 20.91983942145305 0.0081575217326049
2458347.1143785785 20.90362908051389 0.0080366323849149
2458347.124747445 20.93508536948639 0.0082728779780169
2458347.13511631 20.921967216314066 0.0081735242866878
2458347.145485176 20.9199430950075 0.0081583007060319
2458347.1558540417 20.91219293626816 0.0081002728029452
2458347.1662229076 20.907210520614584 0.008063186018619
2458347.1765917726 20.91631948888493 0.0081311180522265
2458347.1869606385 20.931410958525586 0.0082449277502255
2458347.197329505 20.92587040719121 0.008202960754723
2458347.207698371 20.92165556898856 0.0081711785129831
2458347.218067236 20.9192691713478 0.0081532383659784
2458347.2284361017 20.922278964000725 0.00817587148956
2458347.2388049676 20.91916555127143 0.0081524602774657
2458347.2491738335 20.91404797672244 0.0081141243975129
2458347.2595426985 20.921863327558096 0.0081727422397756
2458347.280280431 20.92435951444557 0.0081915535875482
2458347.2906492967 20.911215172423454 0.008092981355306
2458347.3010181617 20.913635435539444 0.0081110419041824
2458347.3113870276 20.923786962249007 0.0081872349919632
2458347.3217558935 20.927801160802304 0.0082175609739705
2458347.3321247585 20.90541832383498 0.0080498873041453
2458347.342493625 20.92326672509776 0.0081833129678864
2458347.352862491 20.9009252861586 0.0080166437657556
2458347.3632313567 20.927435618769582 0.0082147947787193
2458347.3736002217 20.912810930993203 0.0081048847434736
2458347.3839690876 20.919528319079355 0.0081551846448212
2458347.3943379535 20.91756054088417 0.0081404176498758
2458347.40470682 20.92040986260039 0.0081618087856522
2458347.415075685 20.900110373782365 0.0080106290347868
2458347.425444551 20.92394308092564 0.0081884123241606
2458347.4358134167 20.928480359077632 0.0082227031985085
2458347.4461822826 20.914873421569943 0.0081202956100245
2458347.4565511476 20.94437922293546 0.0083439973995121
2458347.4669200135 20.917043245428356 0.0081365400983667
2458347.4772888795 20.937243316701984 0.0082893370284912
2458347.487657746 20.93824480340972 0.0082969866681836
2458347.498026611 20.910341167467376 0.0080864692213433
2458347.5083954767 20.91631948888493 0.0081311180522265
2458347.5187643426 20.925349171025932 0.0081990236532181
2458347.5395020735 20.90808211545172 0.0080696614892625
2458347.5498709395 20.90787690187873 0.0080681363972834
2458347.560239806 20.933824178886216 0.0082632737865328
2458347.5706086718 20.91745697541249 0.0081396411942486
2458347.5809775367 20.9303634067883 0.0082369766263022
2458347.5913464027 20.941519234400857 0.0083220470085449
2458347.6017152686 20.92430744879458 0.0081911607772669
2458347.6120841336 20.92717459889153 0.0082128201121308
2458347.6224529995 20.914254252106524 0.0081156661192718
2458347.632821866 20.919683859123456 0.0081563530212982
2458347.6431907318 20.91637121616343 0.0081315054489308
2458347.6535595967 20.9248281849737 0.0081950903292107
2458347.6639284627 20.917250090713463 0.0081380903508822
2458347.6742973286 20.92233092158433 0.0081762627528237
2458347.6846661945 20.92087684181397 0.0081653199652524
2458347.6950350595 20.9169914861235 0.0081361522218095
2458347.705403926 20.921344011091943 0.0081688340853503
2458347.7157727918 20.90987871832633 0.0080830256736015
2458347.7261416577 20.909108335538725 0.0080772924069412
2458347.7365105227 20.91600950150385 0.0081287968767932
2458347.7468793886 20.91172969789603 0.0080968174914273
2458347.7572482545 20.926235422544863 0.0082057189845561
2458347.767617121 20.911884124651387 0.0080979692022884
2458347.777985986 20.91420273358772 0.0081152810375399
2458347.7987237177 20.910752350945742 0.0080895322602503
2458347.8090925836 20.924099222053897 0.0081895899950097
2458347.8194614486 20.923839002945844 0.0081876274258006
2458347.8298303145 20.92571401115701 0.0082017792355561
2458347.840199181 20.925557637647795 0.0082005980567022
2458347.850568047 20.929421469223435 0.0082298336821128
2458347.860936912 20.908441198273582 0.0080723307896229
2458347.8713057777 20.91890649010191 0.0081505152986206
2458347.8816746436 20.9159577914551 0.0081284097381204
2458347.8920435086 20.91059819271461 0.0080883837497279
2458347.9024123745 20.91859576333404 0.0081481830369729
2458347.912781241 20.91989120813632 0.008157910833629
2458347.923150107 20.9074155009328 0.0080647084422586
2458347.933518972 20.92597469100977 0.0082037486783001
2458347.9438878377 20.907210520614584 0.008063186018619
2458347.9542567036 20.938508498594427 0.0082990020206523
2458347.9646255695 20.90056868006504 0.0080140111607295
2458347.9749944345 20.92691363082225 0.0082108463120135
2458347.985363301 20.9044466391782 0.0080426862429246
2458347.995732167 20.90823591682602 0.0080708046886258
2458348.0061010327 20.92368289923286 0.008186450319282
2458348.0164698977 20.91719842984828 0.0081377031382382
2458348.0268387636 20.91296551162238 0.0081060387506524
2458348.0372076295 20.918802904631544 0.0081497377297377
2458348.057945361 20.921032542572917 0.008166491002631
2458348.068314227 20.92853261428345 0.0082230989570604
2458348.0786830927 20.9133776903676 0.0081091166356354
2458348.0890519586 20.914151109515785 0.0081148951851657
2458348.0994208236 20.922486831021278 0.0081774369312724
2458348.1097896895 20.913171581435527 0.008107577401029
2458348.120158556 20.92201916985916 0.0081739154072204
2458348.130527422 20.90874903204493 0.0080746198247717
2458348.140896287 20.926548387427825 0.0082080846347345
2458348.1512651527 20.91740530470274 0.0081392538340149
2458348.1616340186 20.934139339219257 0.0082656727432194
2458348.1720028836 20.921344011091943 0.0081688340853503
2458348.1823717495 20.93151576492028 0.0082457236736335
2458348.1927406155 20.91709489891 0.0081369272003352
2458348.203109482 20.920357986003346 0.0081614188228338
2458348.213478347 20.928689416883177 0.008224286627142
2458348.2238472127 20.93408680247708 0.0082652727924673
2458348.2342160787 20.927435618769582 0.0082147947787193
2458348.2445849446 20.919683859123456 0.0081563530212982
2458348.2549538095 20.918802904631544 0.0081497377297377
2458348.2653226755 20.91492507999828 0.0081206819761477
2458348.275691542 20.93146336594498 0.0082453257343888
2458348.2860604078 20.91859576333404 0.0081481830369729
2458348.2964292727 20.9136870350976 0.0081114273901982
2458348.3171670046 20.927905630241632 0.0082183517049849
2458348.3275358705 20.926861453476263 0.008210451731937
2458348.3379047355 20.924099222053897 0.0081895899950097
2458348.348273602 20.912038573374343 0.0080991212408404
2458348.3586424678 20.915286433501453 0.0081233851422018
2458348.3690113337 20.931358553635715 0.0082445298044799
2458348.3793801987 20.92696582160383 0.008211241012664
2458348.3897490646 20.919787528680065 0.0081571318530876
2458348.4001179305 20.928166825945944 0.0082203290327897
2458348.410486797 20.901893823065382 0.0080237982471997
2458348.420855662 20.928114588341696 0.0082199335408064
2458348.431224528 20.922486831021278 0.0081774369312724
2458348.4415933937 20.91771569091137 0.0081415809861061
2458348.4519622587 20.919528319079355 0.0081551846448212
2458348.4623311246 20.923214711823032 0.0081829209475149
2458348.4726999905 20.91564790730993 0.008126090108484
2458348.483068857 20.90582775400599 0.0080529234820249
2458348.493437722 20.92238289253641 0.0081766541354893
2458348.503806588 20.920513623231084 0.0081625888230972
2458348.5141754537 20.927540053040723 0.0082155849774459
2458348.5245443196 20.924203335882527 0.0081903753519391
2458348.5349131846 20.91756054088417 0.0081404176498758
2458348.5452820505 20.907928228480884 0.0080685178157288
2458348.555650917 20.91239896731027 0.0081018100695455
2458348.576388648 20.905981236344548 0.0080540619435477
2458348.5867575137 20.920980636216328 0.0081661005922719
2458348.5971263796 20.916267764070746 0.0081307306924328
2458348.6074952455 20.907210520614584 0.008063186018619
2458348.6178641105 20.915389684007057 0.0081241576903602
2458348.628232977 20.922746737101946 0.0081793946996339
2458348.638601843 20.922434865976317 0.0081770455556262
2458348.6489707087 20.91600950150385 0.0081287968767932
2458348.6593395737 20.91482176559936 0.0081199092806646
2458348.6697084396 20.920461741676224 0.0081621987857382
